strategy,id,lo,hi
baseline,4.844281847973189,3.9197559463927365,5.365511590778519
cot,6.086555351100484,4.515997499438525,7.201820065763244
cot_tsce,6.551835224248162,4.756446668105031,7.914282607816688
refine,4.857937233493526,3.863303838929139,5.528198877877656
refine_tsce,5.829862587010418,4.640667777510044,6.878236110874396
tsce,5.909010400362281,4.27610222337339,6.720467182002777
