strategy,id,lo,hi
baseline,5.03428002904599,4.048054310144738,5.390350653310359
cot,6.343471693654218,4.8252345787143724,7.358880722823211
cot_tsce,6.044139051827551,4.6894205130959925,7.082294762069165
refine,5.090667464635555,4.170280218766222,5.620420436104854
refine_tsce,5.535894295525438,4.454608976330195,6.162489145752263
tsce,5.373159553931055,4.450817142176766,5.827244488843229
