strategy,id,lo,hi
baseline,4.886980684029133,4.318358231116734,5.35413501682187
cot,5.962218638734983,5.191722648046316,6.612691318045802
cot_tsce,5.856892267757103,4.923417108997188,6.556431859524653
refine,4.859530695535375,4.3330466111912385,5.315594101666619
refine_tsce,5.5513675390616415,4.918268296663888,6.047895696284439
tsce,5.352340103248241,4.792927988023751,5.797143810150138
