strategy,id,lo,hi
baseline,5.67342495576961,4.661067678184992,6.3021008353390355
cot,8.406227278237315,6.466735276855439,8.902930476641048
cot_tsce,4.894353509657196,3.7859847027265294,5.650818791813168
refine,5.877228090569935,4.6183742357075035,6.437747316434011
refine_tsce,4.443674231509075,3.654683340467039,5.084309307534288
tsce,4.515149334805965,3.601786867430765,5.1567786861248335
