run_dir,id,ok,pred_ok,token_count,char_length
2025-09-09_23-54-29,185,False,0.3263107226741419,17,137
2025-09-09_23-54-29,186,False,0.4631158820384428,11,79
2025-09-09_23-54-29,187,True,0.4454069090197241,16,145
2025-09-09_23-54-29,188,True,0.6460078682204009,4,34
2025-09-09_23-54-29,189,True,0.5492490044708258,6,48
2025-09-09_23-54-29,190,True,0.7247339592431483,8,87
2025-09-09_23-54-29,191,True,0.5521189068243944,7,53
2025-09-09_23-54-29,192,True,0.741423210027031,13,107
2025-09-09_23-54-29,193,True,0.5927752190616324,4,34
2025-09-09_23-54-29,194,True,0.40942239084043586,17,118
2025-09-09_23-54-29,195,False,0.36911632695196334,10,79
2025-09-09_23-54-29,196,True,0.5492490044708258,6,48
2025-09-09_23-54-29,197,False,0.3109172411956505,10,85
2025-09-09_23-54-29,198,False,0.5059310709097341,11,80
2025-09-09_23-54-29,199,True,0.5291596147830341,8,61
2025-09-09_23-54-29,200,False,0.42251253200268013,16,127
2025-09-09_23-54-29,201,False,0.5188613070529252,8,63
2025-09-09_23-54-29,202,True,0.5175902432906391,6,52
