strategy,id,lo,hi
baseline,21.018764666167275,18.094662289352268,21.167157375324138
tsce_diff,21.648659690497674,18.457753027738658,22.056322160537036
tsce_diff_anchor,93.49581174532514,68.26093822475521,74.47855574461313
