strategy,id,lo,hi
baseline,4.905518901431472,4.102204559485758,5.4725968616111125
tsce_t0,5.66199417723704,4.477718117176642,6.38523617120131
tsce_t0.5,5.562359092408291,4.597856386588728,6.124128055123421
tsce_t1,5.613060322782223,4.484054074315909,6.133232656979497
