strategy,id,lo,hi
baseline,20.419948643947855,17.48437119070508,21.163206781360895
tsce_diff,23.50677284937841,20.41818865634411,23.456631801963276
tsce_diff_anchor,50.82206232413512,40.65424009583572,46.347969399355456
