id,strategy,tokens,latency
83,tsce05,14,0.0
83,tsce1,16,0.0
85,base,165,0.7049007919849828
85,tsce0,61,0.0
85,tsce05,61,0.0
85,tsce1,61,0.0
74,base,813,2.230061291018501
74,tsce0,486,0.0
74,tsce05,486,0.0
74,tsce1,486,0.0
84,base,123,0.3451020420761779
84,tsce0,141,0.0
84,tsce05,78,0.0
84,tsce1,149,0.0
86,base,158,0.6157043749699369
86,tsce0,57,0.0
86,tsce05,57,0.0
86,tsce1,56,0.0
87,base,168,0.7097180839627981
87,tsce0,62,0.0
87,tsce05,61,0.0
87,tsce1,62,0.0
90,base,71,0.3095375000266358
90,tsce0,14,0.0
90,tsce05,16,0.0
90,tsce1,14,0.0
91,base,71,0.24391000007744879
91,tsce0,14,0.0
91,tsce05,14,0.0
91,tsce1,16,0.0
88,base,163,0.7565679999534041
88,tsce0,57,0.0
88,tsce05,55,0.0
88,tsce1,55,0.0
93,base,71,0.3429044160293415
93,tsce0,14,0.0
93,tsce05,14,0.0
93,tsce1,14,0.0
96,base,71,0.3366694590076804
96,tsce0,14,0.0
96,tsce05,16,0.0
96,tsce1,14,0.0
95,base,105,0.4620267079444602
95,tsce0,40,0.0
95,tsce05,40,0.0
95,tsce1,40,0.0
98,base,71,0.3663996249670163
98,tsce0,14,0.0
98,tsce05,14,0.0
98,tsce1,14,0.0
92,base,131,0.24873287498485297
92,tsce0,214,0.0
92,tsce05,125,0.0
92,tsce1,240,0.0
97,base,105,0.5861311249900609
97,tsce0,40,0.0
97,tsce05,40,0.0
97,tsce1,40,0.0
94,base,100,0.19981833396013826
94,tsce0,44,0.0
94,tsce05,44,0.0
94,tsce1,59,0.0
99,base,105,0.6964156249305233
99,tsce0,40,0.0
99,tsce05,40,0.0
99,tsce1,40,0.0
100,base,107,0.26736645901110023
100,tsce0,55,0.0
100,tsce05,55,0.0
100,tsce1,55,0.0
89,base,813,2.3457625000737607
89,tsce0,486,0.0
89,tsce05,486,0.0
89,tsce1,486,0.0
40,base,122,0.24832687503658235
40,tsce0,227,0.0
40,tsce05,227,0.0
40,tsce1,176,0.0
